date,Temp,Prec,Evap,obs
2011-08-02,18.21,0.0,2.97,0.3
2011-08-03,19.39,9.33,3.04,0.29
2011-08-04,18.96,4.54,2.96,0.37
2011-08-05,18.42,0.97,2.88,0.37
2011-08-06,19.43,9.62,2.93,0.34
2011-08-07,15.67,4.11,2.59,0.44
2011-08-08,12.77,7.65,2.33,0.43
2011-08-09,11.67,6.99,2.22,0.47
2011-08-10,11.92,0.01,2.21,0.49
2011-08-11,15.79,0.0,2.47,0.41
2011-08-12,15.39,7.73,2.41,0.37
2011-08-13,16.62,3.76,2.47,0.47
2011-08-14,17.9,7.55,2.52,0.47
2011-08-15,15.75,0.0,2.34,0.54
2011-08-16,15.87,0.02,2.31,0.47
2011-08-17,18.47,0.0,2.46,0.43
2011-08-18,21.28,2.49,2.62,0.4
2011-08-19,17.57,8.47,2.33,0.51
2011-08-20,15.86,0.0,2.18,0.51
2011-08-21,18.55,0.3,2.33,0.43
2011-08-22,21.03,0.07,2.45,0.41
2011-08-23,23.08,4.39,2.55,0.4
2011-08-24,21.25,5.7,2.39,0.43
2011-08-25,19.54,0.4,2.25,0.49
2011-08-26,23.64,4.85,2.47,0.41
2011-08-27,12.84,5.23,1.78,0.49
2011-08-28,13.04,0.0,1.77,0.45
2011-08-29,12.95,0.0,1.74,0.41
2011-08-30,10.59,0.0,1.57,0.39
2011-08-31,11.94,0.0,1.62,0.36
2011-09-01,13.89,0.0,1.69,0.35
2011-09-02,14.69,0.05,1.71,0.32
2011-09-03,18.53,0.01,1.88,0.32
2011-09-04,20.21,11.32,1.94,0.32
2011-09-05,15.69,1.16,1.68,0.43
2011-09-06,14.25,4.43,1.58,0.36
2011-09-07,13.36,5.96,1.51,0.37
2011-09-08,11.53,5.09,1.39,0.41
2011-09-09,14.75,0.87,1.52,0.43
2011-09-10,19.01,0.43,1.7,0.39
2011-09-11,18.7,17.52,1.66,0.39
2011-09-12,15.68,0.0,1.49,0.73
2011-09-13,16.3,0.96,1.49,0.55
2011-09-14,12.29,0.0,1.29,0.49
2011-09-15,11.02,0.0,1.21,0.44
2011-09-16,12.63,0.0,1.26,0.41
2011-09-17,15.62,10.79,1.37,0.4
2011-09-18,11.2,6.2,1.16,0.57
2011-09-19,9.82,0.0,1.09,0.52
2011-09-20,9.83,0.0,1.07,0.47
2011-09-21,11.33,0.01,1.11,0.44
2011-09-22,11.69,0.01,1.1,0.43
2011-09-23,10.07,0.0,1.02,0.41
2011-09-24,11.32,0.0,1.05,0.4
2011-09-25,13.24,0.0,1.11,0.39
2011-09-26,15.14,0.0,1.16,0.39
2011-09-27,15.96,0.04,1.17,0.37
2011-09-28,14.91,0.0,1.11,0.36
2011-09-29,14.28,0.0,1.07,0.36
2011-09-30,15.61,0.0,1.1,0.35
2011-10-01,16.06,0.0,0.99,0.37
2011-10-02,15.71,0.0,0.96,0.37
2011-10-03,15.22,0.0,0.93,0.36
2011-10-04,15.32,0.02,0.92,0.37
2011-10-05,14.26,0.84,0.88,0.39
2011-10-06,12.48,7.24,0.82,0.4
2011-10-07,6.68,9.64,0.65,0.48
2011-10-08,5.14,4.19,0.6,0.58
2011-10-09,5.06,9.51,0.58,0.52
2011-10-10,10.53,1.86,0.72,0.63
2011-10-11,12.88,7.54,0.77,0.57
2011-10-12,8.17,15.94,0.64,0.8
2011-10-13,5.78,0.0,0.57,1.14
2011-10-14,3.07,0.0,0.5,0.92
2011-10-15,3.77,0.0,0.51,0.82
2011-10-16,5.77,0.0,0.55,0.75
2011-10-17,4.91,0.0,0.52,0.7
2011-10-18,8.68,5.85,0.61,0.69
2011-10-19,4.81,4.03,0.51,0.73
2011-10-20,3.37,0.6,0.47,0.72
2011-10-21,1.01,0.0,0.41,0.66
2011-10-22,1.99,0.0,0.43,0.64
2011-10-23,2.74,0.0,0.44,0.61
2011-10-24,6.5,0.0,0.52,0.59
2011-10-25,7.21,0.14,0.53,0.58
2011-10-26,6.95,0.01,0.52,0.57
2011-10-27,6.86,0.0,0.52,0.55
2011-10-28,8.87,0.0,0.56,0.52
2011-10-29,9.08,0.4,0.56,0.51
2011-10-30,8.41,0.42,0.54,0.49
2011-10-31,8.63,0.04,0.54,0.48
2011-11-01,5.83,0.17,0.42,0.44
2011-11-02,5.95,0.0,0.42,0.43
2011-11-03,6.38,0.0,0.43,0.43
2011-11-04,6.43,0.0,0.43,0.43
2011-11-05,8.45,0.0,0.47,0.41
2011-11-06,8.15,0.0,0.46,0.41
2011-11-07,6.3,0.0,0.43,0.39
2011-11-08,5.74,0.0,0.42,0.37
2011-11-09,4.69,0.03,0.4,0.37
2011-11-10,4.2,0.0,0.39,0.36
2011-11-11,2.31,0.0,0.35,0.36
2011-11-12,-0.72,0.0,0.3,0.34
2011-11-13,1.41,0.0,0.34,0.32
2011-11-14,1.51,0.0,0.34,0.32
2011-11-15,0.3,0.0,0.32,0.32
2011-11-16,-1.27,0.0,0.29,0.31
2011-11-17,-0.52,0.02,0.31,0.29
2011-11-18,3.18,0.0,0.38,0.29
2011-11-19,4.14,0.0,0.4,0.28
2011-11-20,2.28,0.33,0.37,0.28
2011-11-21,3.12,0.0,0.39,0.28
2011-11-22,3.06,0.0,0.39,0.28
2011-11-23,1.84,0.0,0.37,0.26
2011-11-24,-0.11,0.0,0.33,0.26
2011-11-25,-1.39,0.38,0.31,0.26
2011-11-26,2.51,0.0,0.39,0.26
2011-11-27,4.15,0.34,0.43,0.26
2011-11-28,2.28,0.0,0.4,0.26
2011-11-29,-0.02,0.59,0.35,0.26
2011-11-30,3.11,0.11,0.42,0.25
2011-12-01,4.51,0.56,0.26,0.28
2011-12-02,5.73,2.09,0.28,0.26
2011-12-03,2.86,6.53,0.25,0.29
2011-12-04,5.82,28.79,0.29,0.41
2011-12-05,1.63,3.69,0.24,1.16
2011-12-06,1.03,3.17,0.24,0.87
2011-12-07,1.97,5.35,0.25,0.77
2011-12-08,2.87,3.8,0.27,0.85
2011-12-09,3.42,6.9,0.28,0.88
2011-12-10,0.65,0.16,0.25,1.03
2011-12-11,-1.99,1.1,0.21,0.9
2011-12-12,2.14,4.08,0.28,0.9
2011-12-13,2.97,4.64,0.29,0.97
2011-12-14,4.21,7.6,0.32,1.08
2011-12-15,2.25,8.57,0.29,1.25
2011-12-16,2.39,22.08,0.3,2.03
2011-12-17,1.01,3.03,0.28,3.26
2011-12-18,-0.32,1.62,0.27,2.32
2011-12-19,-1.6,0.32,0.25,1.88
2011-12-20,-1.87,7.87,0.25,1.59
2011-12-21,0.9,2.54,0.3,1.44
2011-12-22,1.17,6.92,0.31,1.39
2011-12-23,3.83,4.3,0.36,1.54
2011-12-24,2.34,5.87,0.34,2.13
2011-12-25,1.65,2.8,0.33,2.55
2011-12-26,4.49,0.85,0.39,2.43
2011-12-27,4.72,0.54,0.4,2.52
2011-12-28,2.76,0.27,0.37,2.58
2011-12-29,2.13,8.41,0.37,2.43
2011-12-30,0.65,4.07,0.35,2.43
2011-12-31,0.41,4.97,0.35,2.19
2012-01-01,6.25,3.5,0.54,2.19
2012-01-02,6.9,8.34,0.56,3.29
2012-01-03,3.8,3.69,0.5,4.62
2012-01-04,3.33,9.61,0.49,3.96
2012-01-05,2.06,23.25,0.47,4.41
2012-01-06,1.19,2.83,0.46,5.31
2012-01-07,1.53,10.48,0.47,4.24
2012-01-08,2.0,4.45,0.49,4.12
2012-01-09,2.13,7.07,0.51,3.92
2012-01-10,3.35,0.03,0.55,3.92
2012-01-11,3.95,0.51,0.57,3.58
2012-01-12,4.01,5.05,0.59,3.44
2012-01-13,1.14,2.86,0.51,3.76
2012-01-14,-0.09,0.09,0.49,3.58
2012-01-15,-3.18,0.0,0.41,3.02
2012-01-16,-4.3,0.0,0.38,2.58
2012-01-17,-3.72,0.0,0.4,2.27
2012-01-18,-2.74,8.02,0.44,1.96
2012-01-19,2.39,23.62,0.61,2.49
2012-01-20,0.49,0.98,0.56,3.96
2012-01-21,0.89,17.03,0.58,2.99
2012-01-22,2.58,5.59,0.64,4.24
2012-01-23,1.58,3.22,0.62,4.45
2012-01-24,0.13,1.23,0.58,3.54
2012-01-25,-2.28,0.02,0.51,2.96
2012-01-26,-3.09,0.03,0.49,2.58
2012-01-27,-2.84,0.83,0.5,2.27
2012-01-28,-2.23,0.58,0.53,2.03
2012-01-29,-4.29,0.0,0.46,1.86
2012-01-30,-5.31,0.0,0.43,1.7
2012-01-31,-8.25,0.0,0.33,1.54
2012-02-01,-11.77,0.0,0.26,1.38
2012-02-02,-13.93,0.0,0.15,1.22
2012-02-03,-12.87,0.0,0.21,1.16
2012-02-04,-13.84,0.01,0.16,1.07
2012-02-05,-14.38,0.0,0.14,1.03
2012-02-06,-15.71,0.0,0.07,1.01
2012-02-07,-14.79,0.19,0.12,0.96
2012-02-08,-10.88,0.0,0.33,0.9
2012-02-09,-9.59,2.36,0.41,0.85
2012-02-10,-11.88,0.0,0.28,0.84
2012-02-11,-13.98,0.0,0.17,0.82
2012-02-12,-11.56,0.06,0.31,0.8
2012-02-13,-6.38,1.69,0.61,0.79
2012-02-14,-3.21,7.27,0.8,0.75
2012-02-15,0.18,0.67,1.01,0.77
2012-02-16,-0.07,3.67,1.01,0.73
2012-02-17,2.1,1.21,1.15,0.79
2012-02-18,2.45,7.87,1.19,0.82
2012-02-19,1.33,1.38,1.13,1.76
2012-02-20,-1.75,0.02,0.95,1.18
2012-02-21,-1.24,0.08,1.0,0.84
2012-02-22,2.34,0.58,1.24,0.79
2012-02-23,2.8,0.79,1.28,0.84
2012-02-24,5.67,0.54,1.48,0.85
2012-02-25,4.36,0.07,1.41,1.12
2012-02-26,1.65,0.83,1.24,1.08
2012-02-27,0.97,0.82,1.21,0.99
2012-02-28,3.96,2.29,1.43,0.96
2012-02-29,7.04,0.65,1.65,1.12
2012-03-01,6.91,0.14,2.28,1.3
2012-03-02,4.93,0.0,2.12,1.5
2012-03-03,3.46,0.45,1.99,1.63
2012-03-04,4.98,0.0,2.16,1.67
2012-03-05,1.61,1.51,1.84,1.7
2012-03-06,1.54,0.0,1.85,1.61
2012-03-07,1.86,6.6,1.9,1.48
2012-03-08,1.58,1.69,1.89,1.52
2012-03-09,1.47,0.0,1.89,1.36
2012-03-10,3.96,0.77,2.17,1.22
2012-03-11,5.23,0.81,2.32,1.19
2012-03-12,5.83,0.03,2.4,1.19
2012-03-13,4.71,0.02,2.3,1.19
2012-03-14,3.56,0.0,2.19,1.19
2012-03-15,5.54,0.0,2.42,1.18
2012-03-16,9.0,0.0,2.81,1.18
2012-03-17,10.42,0.0,2.99,1.18
2012-03-18,6.65,2.33,2.59,1.24
2012-03-19,3.78,0.0,2.29,1.25
2012-03-20,4.32,0.0,2.37,1.18
2012-03-21,7.36,0.0,2.72,1.12
2012-03-22,8.44,0.0,2.86,1.04
2012-03-23,8.75,0.0,2.92,0.99
2012-03-24,9.21,0.0,2.99,0.97
2012-03-25,9.62,0.0,3.05,0.93
2012-03-26,7.81,0.0,2.86,0.9
2012-03-27,8.57,0.0,2.96,0.85
2012-03-28,10.01,0.0,3.15,0.82
2012-03-29,7.33,3.21,2.85,0.79
2012-03-30,6.18,1.84,2.73,0.84
2012-03-31,4.26,0.75,2.51,0.79
2012-04-01,2.3,0.0,2.29,0.75
2012-04-02,4.73,0.0,2.59,0.73
2012-04-03,9.11,6.26,3.12,0.72
2012-04-04,8.29,0.06,3.04,0.77
2012-04-05,3.75,0.0,2.5,0.69
2012-04-06,1.38,0.92,2.22,0.67
2012-04-07,1.04,0.87,2.19,0.66
2012-04-08,-0.59,0.0,2.0,0.64
2012-04-09,1.68,3.08,2.29,0.61
2012-04-10,9.87,0.34,3.3,0.64
2012-04-11,6.97,3.79,2.96,0.66
2012-04-12,5.65,2.96,2.8,0.64
2012-04-13,5.07,0.0,2.74,0.63
2012-04-14,5.83,0.0,2.84,0.58
2012-04-15,6.34,0.0,2.91,0.57
2012-04-16,3.62,0.06,2.58,0.54
2012-04-17,3.15,0.01,2.53,0.54
2012-04-18,5.12,0.01,2.78,0.52
2012-04-19,7.93,0.6,3.14,0.52
2012-04-20,7.0,0.33,3.03,0.51
2012-04-21,5.61,7.11,2.86,0.51
2012-04-22,6.21,0.54,2.94,0.58
2012-04-23,5.46,3.18,2.85,0.54
2012-04-24,6.75,3.79,3.02,0.54
2012-04-25,8.98,0.0,3.31,0.55
2012-04-26,11.67,0.0,3.66,0.52
2012-04-27,14.2,0.0,3.99,0.49
2012-04-28,20.65,0.0,4.82,0.48
2012-04-29,18.99,0.0,4.61,0.48
2012-04-30,16.91,0.01,4.35,0.47
2012-05-01,17.19,0.09,5.13,0.45
2012-05-02,16.95,7.55,5.09,0.48
2012-05-03,11.5,0.07,4.28,0.55
2012-05-04,12.81,0.01,4.47,0.52
2012-05-05,10.64,13.9,4.15,0.58
2012-05-06,7.64,13.37,3.7,0.8
2012-05-07,9.24,1.42,3.94,0.85
2012-05-08,12.29,0.09,4.4,0.79
2012-05-09,13.99,1.2,4.65,0.7
2012-05-10,17.72,0.0,5.21,0.64
2012-05-11,19.66,7.09,5.49,0.61
2012-05-12,8.34,0.0,3.79,0.66
2012-05-13,5.3,0.0,3.34,0.57
2012-05-14,7.4,0.0,3.65,0.54
2012-05-15,7.36,3.95,3.64,0.52
2012-05-16,5.67,1.02,3.38,0.54
2012-05-17,6.45,0.0,3.49,0.51
2012-05-18,10.92,0.88,4.15,0.49
2012-05-19,15.85,0.08,4.88,0.48
2012-05-20,19.28,0.0,5.38,0.47
2012-05-21,19.3,0.0,5.37,0.45
2012-05-22,19.37,2.25,5.37,0.44
2012-05-23,20.76,0.0,5.56,0.44
2012-05-24,18.13,0.0,5.16,0.41
2012-05-25,14.92,0.0,4.68,0.4
2012-05-26,15.23,0.34,4.71,0.39
2012-05-27,15.17,0.0,4.69,0.37
2012-05-28,16.75,0.0,4.91,0.37
2012-05-29,16.66,0.0,4.88,0.36
2012-05-30,15.0,0.11,4.62,0.35
2012-05-31,14.32,14.52,4.51,0.34
2012-06-01,11.06,1.1,3.54,0.49
2012-06-02,10.83,0.66,3.5,0.4
2012-06-03,10.88,16.87,3.49,0.47
2012-06-04,11.65,14.6,3.57,0.59
2012-06-05,7.6,0.26,3.06,0.73
2012-06-06,9.48,7.67,3.28,0.57
2012-06-07,15.66,1.34,4.03,0.54
2012-06-08,16.46,0.08,4.11,0.47
2012-06-09,14.0,0.02,3.79,0.44
2012-06-10,12.76,0.0,3.62,0.41
2012-06-11,11.99,4.36,3.51,0.41
2012-06-12,13.1,1.81,3.63,0.44
2012-06-13,11.69,13.33,3.44,0.48
2012-06-14,10.97,2.81,3.34,0.61
2012-06-15,14.64,2.55,3.76,0.64
2012-06-16,17.27,0.11,4.05,0.54
2012-06-17,15.3,0.1,3.79,0.45
2012-06-18,19.78,0.0,4.3,0.44
2012-06-19,18.5,13.86,4.12,0.41
2012-06-20,17.26,28.78,3.96,0.69
2012-06-21,16.26,5.64,3.82,1.7
2012-06-22,15.68,0.0,3.73,1.33
2012-06-23,14.71,0.0,3.6,0.96
2012-06-24,14.64,6.01,3.56,0.85
2012-06-25,12.3,3.22,3.28,0.87
2012-06-26,12.32,0.0,3.26,0.77
2012-06-27,15.23,1.74,3.56,0.7
2012-06-28,18.98,0.01,3.95,0.66
2012-06-29,22.03,5.32,4.25,0.63
2012-06-30,22.22,18.57,4.24,0.69
2012-07-01,16.7,1.67,3.44,0.99
2012-07-02,15.19,2.31,3.26,0.73
2012-07-03,17.16,0.0,3.43,0.66
2012-07-04,19.74,5.08,3.66,0.61
2012-07-05,18.72,4.78,3.54,0.79
2012-07-06,18.21,2.62,3.46,0.77
2012-07-07,17.04,3.65,3.31,0.69
2012-07-08,16.98,1.23,3.28,0.64
2012-07-09,16.06,0.65,3.17,0.61
2012-07-10,17.09,2.57,3.24,0.58
2012-07-11,15.34,4.1,3.04,0.57
2012-07-12,12.13,8.3,2.72,0.58
2012-07-13,12.51,19.74,2.73,0.69
2012-07-14,14.05,7.06,2.84,1.24
2012-07-15,12.97,5.28,2.72,1.31
2012-07-16,12.83,6.37,2.68,1.19
2012-07-17,13.56,13.41,2.72,1.33
2012-07-18,17.22,0.17,3.02,1.81
2012-07-19,16.35,0.18,2.91,1.59
2012-07-20,13.9,1.35,2.67,1.42
2012-07-21,11.67,7.93,2.45,1.38
2012-07-22,11.8,0.0,2.44,1.25
2012-07-23,15.42,0.0,2.72,1.07
2012-07-24,19.81,0.0,3.05,0.9
2012-07-25,22.09,3.13,3.2,0.84
2012-07-26,22.71,0.03,3.22,0.85
2012-07-27,24.11,3.71,3.3,0.73
2012-07-28,18.87,12.15,2.84,0.87
2012-07-29,16.13,4.68,2.6,0.93
2012-07-30,13.72,1.01,2.38,0.79
2012-07-31,15.08,0.0,2.46,0.7
2012-08-01,18.95,0.0,3.19,0.66
2012-08-02,20.47,0.0,3.28,0.69
2012-08-03,18.59,0.12,3.08,0.66
2012-08-04,18.41,7.77,3.03,0.64
2012-08-05,18.19,1.61,2.97,0.73
2012-08-06,16.95,0.32,2.83,0.67
2012-08-07,14.8,0.93,2.62,0.63
2012-08-08,15.03,0.0,2.6,0.58
2012-08-09,15.5,0.0,2.61,0.55
2012-08-10,14.3,0.0,2.48,0.52
2012-08-11,13.19,0.0,2.36,0.49
2012-08-12,14.66,0.0,2.44,0.48
2012-08-13,15.93,0.0,2.5,0.47
2012-08-14,17.86,0.0,2.61,0.45
2012-08-15,19.84,1.15,2.72,0.44
2012-08-16,16.57,7.14,2.45,0.49
2012-08-17,16.93,0.0,2.44,0.48
2012-08-18,20.15,0.0,2.63,0.44
2012-08-19,23.72,0.0,2.84,0.43
2012-08-20,24.72,0.06,2.87,0.41
2012-08-21,23.44,7.93,2.74,0.41
2012-08-22,19.03,0.03,2.4,0.48
2012-08-23,16.5,7.27,2.2,0.43
2012-08-24,16.91,8.26,2.2,0.48
2012-08-25,18.28,0.88,2.25,0.55
2012-08-26,14.2,5.97,1.96,0.48
2012-08-27,14.61,0.01,1.95,0.51
2012-08-28,16.21,0.0,2.02,0.45
2012-08-29,18.99,1.29,2.16,0.43
2012-08-30,16.42,3.46,1.97,0.44
2012-08-31,12.99,1.04,1.74,0.48
2012-09-01,12.83,0.04,1.68,0.43
2012-09-02,13.87,0.0,1.71,0.4
2012-09-03,15.56,0.0,1.77,0.4
2012-09-04,15.55,0.0,1.74,0.39
2012-09-05,13.57,1.46,1.61,0.37
2012-09-06,10.95,0.0,1.45,0.37
2012-09-07,13.02,0.0,1.53,0.36
2012-09-08,16.48,0.0,1.68,0.36
2012-09-09,18.69,0.0,1.76,0.35
2012-09-10,19.63,0.0,1.77,0.34
2012-09-11,16.77,22.21,1.61,0.37
2012-09-12,9.88,3.56,1.26,0.64
2012-09-13,8.48,0.0,1.17,0.49
2012-09-14,10.92,1.32,1.26,0.41
2012-09-15,11.15,0.0,1.25,0.39
2012-09-16,11.88,0.0,1.26,0.37
2012-09-17,13.31,0.0,1.3,0.36
2012-09-18,14.21,12.39,1.32,0.36
2012-09-19,8.95,0.07,1.08,0.47
2012-09-20,6.91,0.0,0.98,0.41
2012-09-21,9.42,3.97,1.06,0.39
2012-09-22,9.11,0.0,1.03,0.4
2012-09-23,8.89,0.0,1.0,0.37
2012-09-24,12.92,5.83,1.14,0.37
2012-09-25,11.82,7.72,1.08,0.43
2012-09-26,12.63,15.1,1.09,0.45
2012-09-27,10.12,2.09,0.98,0.67
2012-09-28,10.65,0.0,0.99,0.57
2012-09-29,9.76,0.0,0.94,0.47
2012-09-30,7.88,0.0,0.86,0.43
2012-10-01,9.45,0.0,0.72,0.41
2012-10-02,10.12,0.0,0.73,0.41
2012-10-03,11.86,0.77,0.76,0.4
2012-10-04,9.83,7.13,0.7,0.41
2012-10-05,10.66,0.87,0.71,0.45
2012-10-06,12.75,13.46,0.75,0.43
2012-10-07,7.12,0.02,0.6,0.58
2012-10-08,5.26,0.01,0.54,0.52
2012-10-09,6.65,0.03,0.57,0.47
2012-10-10,4.25,0.0,0.51,0.44
2012-10-11,4.76,0.0,0.51,0.43
2012-10-12,6.91,3.48,0.55,0.44
2012-10-13,6.81,1.63,0.54,0.48
2012-10-14,7.12,1.67,0.54,0.47
2012-10-15,6.45,0.05,0.52,0.47
2012-10-16,6.74,0.0,0.52,0.43
2012-10-17,9.54,0.0,0.58,0.44
2012-10-18,11.54,0.0,0.61,0.41
2012-10-19,13.04,0.0,0.64,0.4
2012-10-20,11.84,0.0,0.61,0.39
2012-10-21,11.41,0.0,0.59,0.37
2012-10-22,8.21,0.0,0.52,0.37
2012-10-23,8.3,0.0,0.52,0.37
2012-10-24,6.35,0.17,0.47,0.36
2012-10-25,6.6,0.19,0.48,0.36
2012-10-26,2.55,9.96,0.39,0.35
2012-10-27,-0.75,2.28,0.32,0.39
2012-10-28,-1.66,0.0,0.3,0.36
2012-10-29,-2.34,3.31,0.29,0.35
2012-10-30,0.85,7.35,0.35,0.36
2012-10-31,3.52,2.02,0.4,0.41
2012-11-01,4.61,2.32,0.27,0.44
2012-11-02,5.46,6.08,0.28,0.49
2012-11-03,5.94,11.33,0.29,0.64
2012-11-04,6.24,2.7,0.29,0.84
2012-11-05,5.18,5.68,0.28,0.8
2012-11-06,2.91,6.7,0.25,0.8
2012-11-07,5.01,3.36,0.27,0.96
2012-11-08,5.42,0.08,0.28,1.1
2012-11-09,5.27,0.0,0.28,0.96
2012-11-10,5.79,5.05,0.28,0.92
2012-11-11,7.83,1.52,0.31,0.9
2012-11-12,3.77,0.0,0.26,0.84
2012-11-13,0.38,0.0,0.22,0.75
2012-11-14,0.16,0.0,0.22,0.7
2012-11-15,-1.28,0.0,0.2,0.66
2012-11-16,-0.37,0.0,0.21,0.64
2012-11-17,-0.57,0.21,0.21,0.61
2012-11-18,2.16,1.04,0.25,0.58
2012-11-19,4.07,0.0,0.27,0.57
2012-11-20,2.12,0.12,0.25,0.54
2012-11-21,2.99,0.0,0.26,0.54
2012-11-22,3.63,0.04,0.28,0.51
2012-11-23,3.56,0.37,0.28,0.49
2012-11-24,5.04,0.01,0.3,0.48
2012-11-25,6.58,0.0,0.32,0.47
2012-11-26,4.61,7.74,0.3,0.47
2012-11-27,5.76,4.23,0.32,0.57
2012-11-28,3.9,9.9,0.3,0.61
2012-11-29,0.63,7.9,0.25,0.93
2012-11-30,-1.4,0.39,0.23,1.07
2012-12-01,-3.94,0.71,0.18,0.87
2012-12-02,-2.18,4.74,0.2,0.75
2012-12-03,-1.84,3.74,0.21,0.7
2012-12-04,0.16,3.11,0.24,0.72
2012-12-05,-0.91,4.7,0.23,0.7
2012-12-06,-3.65,0.35,0.19,0.69
2012-12-07,-5.92,0.0,0.16,0.63
2012-12-08,-8.89,0.0,0.12,0.59
2012-12-09,-5.55,17.19,0.17,0.57
2012-12-10,-0.58,6.25,0.25,0.59
2012-12-11,-4.65,2.0,0.19,0.58
2012-12-12,-5.8,5.41,0.18,0.57
2012-12-13,-6.11,0.47,0.17,0.55
2012-12-14,-1.89,11.99,0.25,0.54
2012-12-15,2.48,10.74,0.32,0.97
2012-12-16,3.1,6.46,0.34,2.73
2012-12-17,2.83,8.12,0.34,4.08
2012-12-18,2.3,1.11,0.34,4.76
2012-12-19,1.21,0.07,0.32,4.16
2012-12-20,-0.15,2.98,0.3,3.12
2012-12-21,-0.85,3.33,0.3,2.52
2012-12-22,1.2,16.2,0.34,2.13
2012-12-23,6.3,17.61,0.44,4.36
2012-12-24,8.16,0.01,0.49,8.15
2012-12-25,6.94,5.77,0.47,7.17
2012-12-26,4.81,10.14,0.44,6.1
2012-12-27,4.82,12.65,0.45,5.95
2012-12-28,2.21,0.3,0.4,6.51
2012-12-29,3.86,0.06,0.44,5.65
2012-12-30,4.21,3.05,0.46,4.71
2012-12-31,4.62,0.05,0.47,3.84
